13,9,54,61,61,61,61,61,61,6,2,4,54,0,0,41,0,0,0,0,0,0,0,0,0,55,0,10,14,2,
4,61,61,61,61,61,61,56,7,11,2,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10,14,
4,61,61,61,61,61,61,61,6,2,2,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6,
4,61,61,57,61,61,61,56,6,2,2,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
4,54,61,61,61,61,61,61,6,2,2,12,8,44,44,43,0,0,43,44,44,44,44,7,8,44,41,0,0,6,
4,54,61,61,61,61,61,7,11,2,2,2,4,0,0,0,0,0,0,58,0,7,3,11,4,0,41,0,0,6,
4,54,61,61,61,61,56,6,2,2,2,2,12,8,0,0,45,0,0,0,0,6,2,13,9,0,41,0,0,6,
4,54,61,61,57,61,56,6,2,2,2,2,2,4,0,0,0,0,0,0,7,11,2,4,0,0,41,0,0,6,
4,54,61,61,61,61,56,6,2,2,2,2,2,12,8,53,53,53,53,7,11,2,2,4,0,0,0,0,7,11,
4,61,61,61,61,61,61,6,2,2,2,2,2,2,12,3,3,3,3,11,2,2,2,4,62,62,62,62,6,2,
4,61,61,61,61,61,61,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,61,61,61,61,6,2,
4,61,61,61,61,61,61,61,10,5,14,2,2,2,2,2,2,2,2,2,2,2,2,4,54,61,61,61,6,2,
12,8,61,61,61,61,61,61,61,61,10,5,5,5,5,5,5,5,5,5,5,5,5,9,54,61,61,61,6,2,
2,4,61,61,61,61,61,61,61,61,55,55,55,55,55,55,55,55,55,55,55,55,55,55,61,61,61,53,6,2,
2,4,53,61,61,61,61,61,57,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,7,11,2,
2,12,8,53,61,61,61,61,57,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,53,6,2,2,
2,2,12,8,53,53,61,61,61,61,53,53,53,53,53,53,53,61,61,61,61,61,61,53,53,53,7,11,2,2,
2,2,2,12,3,3,3,3,3,3,3,3,3,3,3,3,8,53,53,53,53,53,53,7,3,3,11,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,3,3,11,2,2,2,2,2,2

