2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,8,41,6,2,2,2,2,2,4,54,41,0,41,0,6,2,2,2,2,2,2,4,53,53,53,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,10,14,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,9,41,10,14,2,2,2,2,4,0,41,0,7,3,11,2,2,2,2,2,2,12,3,3,3,11,4,0,0,0,0,0,0,0,17,0,0,0,0,0,34,8,53,0,0,0,6,
2,2,2,2,13,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,4,54,41,56,6,2,2,2,2,4,66,41,56,6,2,2,2,2,2,2,2,2,2,2,2,2,2,4,53,53,53,0,0,0,53,16,0,0,0,0,0,6,12,8,0,0,0,6,
2,2,2,13,9,55,55,55,55,55,10,5,5,14,2,2,2,2,2,2,2,2,4,54,41,56,6,2,2,2,2,4,0,41,0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,8,53,53,53,7,33,53,53,53,53,53,6,2,4,0,0,65,6,
2,2,13,9,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,14,2,2,4,54,41,56,6,2,2,2,2,4,54,41,0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,11,12,3,3,3,3,3,11,2,4,0,0,0,6,
2,13,9,0,0,0,0,0,0,0,0,0,0,55,55,55,55,55,55,10,5,5,9,0,41,0,6,2,2,2,2,4,54,41,56,6,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,5,5,14,2,2,2,2,2,4,0,0,0,6,
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,6,2,2,2,2,4,54,41,56,6,2,2,2,2,2,13,5,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,14,2,2,2,4,0,0,0,6,
2,4,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,13,5,5,9,0,41,56,6,2,2,2,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,2,2,4,53,0,0,6,
2,4,0,0,0,41,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,53,7,11,2,4,0,0,0,0,41,56,6,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,24,18,54,0,6,
2,4,66,0,0,41,0,0,0,53,53,7,3,3,3,11,2,12,8,0,0,0,0,7,3,11,2,13,9,0,0,0,0,41,0,6,2,2,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,8,0,0,0,0,6,2,2,4,55,0,0,6,
2,4,0,0,0,41,0,0,56,7,3,11,2,2,2,2,2,2,12,8,0,0,7,11,2,2,13,9,55,0,0,58,0,41,7,11,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,2,24,18,0,0,65,6,2,2,4,0,0,0,6,
2,4,0,0,0,41,0,0,56,10,5,5,5,14,2,2,2,2,2,12,3,3,11,2,13,5,9,0,0,0,0,0,0,7,11,2,2,4,0,0,0,0,0,0,0,0,0,0,0,58,0,0,7,11,2,2,13,9,0,0,0,0,6,2,13,9,0,0,0,6,
2,4,53,0,0,41,0,0,0,55,55,55,0,10,5,5,5,5,5,5,5,5,5,5,9,66,55,0,0,0,0,53,7,11,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,2,2,13,9,0,0,0,0,7,11,2,4,0,0,0,0,6,
2,12,8,0,0,41,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,2,2,2,4,0,99,0,0,0,0,0,0,0,0,0,53,53,7,11,2,2,4,0,0,0,0,7,11,2,13,9,0,0,0,7,11,
2,2,4,53,0,41,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,0,7,3,3,11,2,2,2,2,2,12,8,0,0,0,0,0,0,0,0,0,0,7,3,11,2,2,2,4,0,0,0,20,26,13,5,9,0,0,0,0,6,2,
2,2,12,8,53,41,44,44,43,44,44,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,7,11,2,2,2,2,2,2,2,2,2,12,3,8,0,0,0,0,53,53,0,7,11,2,2,2,2,2,4,0,0,0,55,10,9,55,55,0,0,0,7,11,2,
2,2,2,12,8,41,0,0,43,0,0,0,0,45,45,45,0,0,0,43,0,0,0,0,0,0,7,11,2,2,2,2,2,2,2,2,2,2,2,2,12,8,53,53,53,7,3,3,11,2,2,2,2,2,2,12,8,0,0,0,0,0,0,0,0,0,7,11,2,2,
2,2,2,2,12,3,3,8,43,53,53,53,53,53,43,0,0,0,0,43,53,53,53,53,53,7,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,11,2,2,2,2,2,2,2,2,2,2,12,8,0,0,0,0,0,0,0,7,11,2,2,2,
2,2,2,2,2,2,2,12,3,3,3,3,3,8,43,53,53,53,53,7,3,3,3,3,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,3,3,3,11,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2

