2,4,0,0,0,0,0,0,6,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,53,0,0,0,0,0,41,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,4,0,0,0,0,0,10,14,2,
2,4,53,0,0,0,0,0,6,2,2,2,2,2,2,4,99,0,0,0,0,0,0,56,32,54,0,0,0,0,41,44,44,44,44,44,0,0,0,44,44,44,44,44,44,44,44,7,11,2,2,4,0,0,0,0,0,0,6,2,
2,12,8,0,0,0,0,0,10,14,2,2,2,2,2,4,0,0,0,0,0,0,0,0,55,0,0,0,0,0,41,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,4,44,0,0,0,0,0,6,2,
2,2,4,53,0,0,0,0,0,6,2,2,2,2,2,12,3,8,0,0,0,0,0,0,0,0,0,44,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,2,2,4,54,0,0,0,0,56,6,2,
2,2,12,8,53,0,0,0,0,6,2,2,2,2,2,2,2,12,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,2,2,2,2,4,54,0,0,0,0,56,6,2,
2,2,2,12,8,53,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,12,8,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,6,2,2,2,2,2,13,9,54,0,0,44,0,56,6,2,
2,2,2,2,12,8,53,0,0,0,6,2,2,2,2,2,2,2,2,2,2,2,4,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,7,11,2,2,2,2,2,4,0,0,0,0,0,0,56,6,2,
2,2,2,2,2,24,18,0,0,65,6,2,2,2,2,2,2,2,2,2,2,2,12,8,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,7,3,11,2,2,2,2,2,13,9,0,0,0,0,45,0,56,6,2,
2,2,2,2,13,9,0,0,0,0,6,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,8,63,63,63,63,63,63,63,63,63,63,63,63,7,3,11,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,56,6,2,
2,2,2,2,4,0,0,0,0,53,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,3,3,3,3,3,3,3,3,11,2,2,2,2,2,2,2,2,2,4,66,0,0,0,0,0,0,56,6,2,
2,2,2,13,9,0,0,0,0,7,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,44,0,0,6,2,
2,2,13,9,0,0,0,0,0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,6,2,
2,2,4,0,0,0,0,0,53,6,2,2,2,2,2,2,2,13,5,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,41,44,44,44,44,44,6,2,
2,2,4,0,0,0,0,0,7,11,2,2,2,2,2,13,5,9,0,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,41,0,0,0,0,7,11,2,
2,13,9,0,0,0,0,53,6,2,2,2,2,13,5,9,0,0,0,0,0,0,0,0,0,10,14,13,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,41,0,0,0,7,11,2,2,
2,4,0,0,0,0,53,7,11,2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,46,0,0,10,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,12,8,0,41,0,0,7,11,2,2,2,
13,9,0,0,0,0,7,11,2,2,2,13,9,0,0,0,0,0,0,53,0,0,0,0,0,0,46,0,0,0,0,0,0,0,46,0,10,5,14,2,2,2,2,2,2,2,2,2,2,2,4,54,41,56,7,11,2,2,2,2,
4,0,0,0,0,53,6,2,2,2,2,4,0,0,0,0,0,0,56,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,4,54,41,56,6,2,2,2,2,2,
4,0,0,0,0,7,11,2,2,2,2,4,66,0,0,0,45,0,0,55,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,4,54,41,56,6,2,2,2,2,2,
4,0,58,0,0,6,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,46,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,2,2,4,54,41,56,6,2,2,2,2,2,
4,0,0,0,0,6,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,46,0,0,0,46,0,0,0,0,0,10,5,5,5,5,14,2,2,2,2,4,54,41,56,10,5,14,2,2,2,
4,66,0,0,0,10,14,2,2,2,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,53,46,53,53,53,46,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,4,54,41,0,41,56,6,2,2,2,
4,0,0,0,0,0,6,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46,53,53,7,3,3,3,3,8,42,46,0,44,0,0,0,0,0,0,0,10,14,2,2,12,8,53,0,41,56,6,2,2,2,
4,0,0,0,0,0,10,5,14,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,3,11,2,2,2,2,4,0,0,0,0,0,0,45,0,0,0,0,56,6,2,2,2,12,8,54,41,56,10,14,2,2,
4,53,0,0,0,0,0,0,10,14,2,2,12,3,8,53,0,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,4,66,0,0,0,0,0,0,0,0,58,0,56,6,2,2,2,2,4,54,41,0,0,6,2,2,
12,8,0,0,0,0,0,0,0,10,14,2,2,2,12,8,53,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,4,53,53,0,0,0,0,0,0,0,48,0,56,6,2,2,2,2,4,54,41,41,56,6,2,2,
2,4,53,0,0,0,0,0,0,0,6,2,2,2,2,12,8,53,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,12,3,8,53,0,0,0,0,0,0,53,0,56,6,2,2,2,2,4,54,41,41,56,6,2,2,
2,12,8,53,0,0,0,0,0,0,10,14,2,2,2,2,12,3,8,53,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,12,8,0,0,0,0,0,56,32,54,56,6,2,2,2,2,4,54,0,41,56,10,14,2,
2,2,12,8,53,0,0,0,0,0,0,10,14,2,2,2,2,2,12,8,53,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,4,53,0,0,0,0,0,55,0,0,10,5,14,2,13,9,54,0,41,0,0,6,2,
2,2,2,12,8,53,0,0,0,0,0,0,10,14,2,2,2,2,2,12,8,0,0,53,0,0,0,0,0,6,2,2,2,2,2,2,2,12,8,0,0,0,0,0,0,0,0,55,55,10,5,9,55,0,0,41,0,0,6,2,
2,2,2,2,24,18,62,62,62,62,62,62,62,10,14,2,2,2,2,2,12,3,3,39,18,62,62,62,62,6,2,2,2,2,2,2,2,2,4,53,0,0,0,0,0,0,0,0,0,55,55,55,0,0,0,41,0,7,11,2,
2,2,2,2,4,61,61,61,61,61,61,61,61,61,10,5,5,5,5,5,5,5,5,9,61,61,61,61,61,6,2,2,2,2,2,2,2,2,24,18,44,44,44,44,20,38,8,0,0,0,0,0,0,0,0,41,0,6,2,2,
2,2,2,2,4,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,57,61,61,61,61,61,6,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,6,12,8,0,0,41,0,0,7,3,3,3,11,2,2,
2,2,2,2,4,61,61,61,61,61,61,61,61,61,61,61,61,61,49,61,61,61,61,57,61,61,61,61,7,11,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,10,14,12,8,0,41,0,7,11,2,2,2,2,2,2,
2,2,2,2,12,8,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,57,61,61,61,61,6,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,6,2,12,3,3,3,11,2,2,2,2,2,2,2,
2,2,2,2,2,12,8,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,57,61,61,61,7,11,2,2,2,2,2,2,2,2,13,9,0,0,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,12,8,61,61,61,61,61,61,61,61,7,3,3,3,3,3,3,3,3,3,3,11,2,2,2,2,2,2,2,2,13,9,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,12,3,8,61,61,61,61,61,7,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,65,6,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,12,3,3,3,3,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,2,2,2,2

